,fname,lname,email,password,office_address,gender,pincode,state,city,phone_number,experience,specialization,court_type,languages,rating,date_joined,resume,verified
464,Viha,Deshmukh,viha.deshmukh@rediffmail.com,,,Female,,Maharashtra,Mumbai,4595795342,17,Personal Injury Law,Magistrate Court,"['Hindi', 'Tamil', 'Gujarati', 'English', 'Telugu']",4.18,2023-12-17 11:18:15.168835,,False
465,Aryan,Naik,aryan.naik@hotmail.com,,,Male,,Gujarat,Ahmedabad,5056531285,24,Personal Injury Law,Magistrate Court,"['Gujarati', 'Telugu', 'Kannada', 'English', 'Tamil', 'Bengali']",3.64,2023-12-17 11:18:15.168835,,False
466,Ananya,Khan,ananya.khan@hotmail.com,,,Female,,Delhi,Delhi,9797702959,25,Family Law,Sessions Court,"['English', 'Telugu', 'Bengali', 'Tamil', 'Hindi', 'Marathi']",3.35,2023-12-17 11:18:15.168835,,False
467,Rudra,Mishra,rudra.mishra@gmail.com,,,Male,,Uttar Pradesh,Lucknow,7194437978,10,Corporate Law,Supreme Court,"['Bengali', 'Marathi', 'Kannada', 'Tamil', 'Hindi']",3.84,2023-12-17 11:18:15.168835,,False
468,Kavya,Khan,kavya.khan@gmail.com,,,Male,,Tamil Nadu,Chennai,5863907700,14,Family Law,High Court,"['Telugu', 'English', 'Marathi', 'Kannada', 'Tamil', 'Gujarati']",3.18,2023-12-17 11:18:15.168835,,False
469,Pranav,Choudhary,pranav.choudhary@outlook.com,,,Female,,West Bengal,Kolkata,2511781807,27,Civil Rights Law,Supreme Court,"['Bengali', 'Gujarati', 'English', 'Tamil']",4.95,2023-12-17 11:18:15.168835,,False
470,Rudra,Rao,rudra.rao@hotmail.com,,,Female,,Uttar Pradesh,Lucknow,6664558870,4,Family Law,High Court,"['English', 'Hindi', 'Kannada', 'Bengali', 'Gujarati', 'Tamil', 'Telugu', 'Marathi']",3.8,2023-12-17 11:18:15.168835,,False
471,Avishi,Singh,avishi.singh@outlook.com,,,Male,,Gujarat,Ahmedabad,2541398676,25,Civil Rights Law,Magistrate Court,"['Marathi', 'Tamil']",4.22,2023-12-17 11:18:15.168835,,False
472,Bhavya,Pradhan,bhavya.pradhan@hotmail.com,,,Female,,Telangana,Hyderabad,3185420927,15,Personal Injury Law,Sessions Court,"['Hindi', 'Marathi', 'Gujarati', 'Bengali', 'Tamil']",4.63,2023-12-17 11:18:15.168835,,False
473,Riya,Roy,riya.roy@yahoo.com,,,Male,,Tamil Nadu,Chennai,9328251154,27,Criminal Law,District Court,"['Bengali', 'Marathi']",3.42,2023-12-17 11:18:15.168835,,False
474,Eshan,Yadav,eshan.yadav@rediffmail.com,,,Male,,Maharashtra,Mumbai,2385917841,18,Family Law,District Court,"['Marathi', 'Bengali', 'Kannada', 'Gujarati']",4.06,2023-12-17 11:18:15.168835,,False
475,Mihika,Khan,mihika.khan@outlook.com,,,Male,,Telangana,Hyderabad,7319302609,27,Personal Injury Law,District Court,"['Tamil', 'Telugu']",3.44,2023-12-17 11:18:15.168835,,False
476,Rudra,Rao,rudra.rao@yahoo.com,,,Male,,Karnataka,Bangalore,2031866483,4,Family Law,High Court,"['Telugu', 'Kannada', 'Gujarati', 'Marathi', 'Tamil', 'Bengali', 'English', 'Hindi']",4.72,2023-12-17 11:18:15.168835,,False
477,Kritika,Das,kritika.das@yahoo.com,,,Female,,Tamil Nadu,Chennai,1434211465,7,Personal Injury Law,Sessions Court,"['Telugu', 'Gujarati', 'Bengali', 'Hindi']",3.04,2023-12-17 11:18:15.168835,,False
478,Mihika,Yadav,mihika.yadav@gmail.com,,,Female,,West Bengal,Kolkata,1547942844,24,Real Estate Law,Sessions Court,"['English', 'Kannada', 'Gujarati']",3.51,2023-12-17 11:18:15.168835,,False
479,Shaurya,Mishra,shaurya.mishra@rediffmail.com,,,Male,,Delhi,Delhi,9846025071,3,Criminal Law,Sessions Court,"['Gujarati', 'English', 'Marathi', 'Tamil']",3.98,2023-12-17 11:18:15.168835,,False
480,Daivik,Roy,daivik.roy@gmail.com,,,Male,,Delhi,Delhi,2035904819,4,Civil Rights Law,Supreme Court,"['Gujarati', 'Telugu', 'Tamil', 'Kannada', 'English']",3.91,2023-12-17 11:18:15.168835,,False
481,Sia,Malhotra,sia.malhotra@rediffmail.com,,,Male,,Uttar Pradesh,Lucknow,7047372787,28,Family Law,High Court,['Marathi'],3.01,2023-12-17 11:18:15.168835,,False
482,Ishwar,Jha,ishwar.jha@yahoo.com,,,Female,,Delhi,Delhi,7310960793,9,Personal Injury Law,District Court,"['Telugu', 'Marathi', 'Bengali']",4.8,2023-12-17 11:18:15.168835,,False
483,Arjun,Chauhan,arjun.chauhan@rediffmail.com,,,Female,,Tamil Nadu,Chennai,9957991860,5,Immigration Law,High Court,"['Marathi', 'Telugu', 'Tamil', 'Hindi']",3.25,2023-12-17 11:18:15.168835,,False
484,Niyati,Pathak,niyati.pathak@hotmail.com,,,Female,,Karnataka,Bangalore,8514421795,23,Immigration Law,High Court,"['Gujarati', 'Kannada', 'Marathi']",4.24,2023-12-17 11:18:15.168835,,False
485,Aarushi,Verma,aarushi.verma@outlook.com,,,Female,,Karnataka,Bangalore,5377029751,7,Family Law,Sessions Court,"['Kannada', 'Bengali', 'English']",3.36,2023-12-17 11:18:15.168835,,False
486,Advik,Shah,advik.shah@yahoo.com,,,Female,,Maharashtra,Pune,7797859639,20,Real Estate Law,District Court,"['Gujarati', 'Bengali', 'Kannada', 'Hindi', 'Marathi', 'Tamil', 'English', 'Telugu']",4.0,2023-12-17 11:18:15.168835,,False
487,Jhanvi,Yadav,jhanvi.yadav@yahoo.com,,,Male,,West Bengal,Kolkata,3570084154,14,Real Estate Law,District Court,['Tamil'],4.98,2023-12-17 11:18:15.168835,,False
488,Yuvaan,Reddy,yuvaan.reddy@yahoo.com,,,Female,,Karnataka,Bangalore,5798294311,28,Corporate Law,District Court,['Gujarati'],3.55,2023-12-17 11:18:15.168835,,False
489,Ved,Gupta,ved.gupta@yahoo.com,,,Male,,Karnataka,Bangalore,1628964762,23,Civil Rights Law,High Court,"['Telugu', 'Hindi', 'Bengali', 'Tamil', 'English', 'Marathi']",4.93,2023-12-17 11:18:15.168835,,False
490,Yuvan,Shah,yuvan.shah@rediffmail.com,,,Male,,West Bengal,Kolkata,1555424577,13,Corporate Law,Supreme Court,"['Hindi', 'Gujarati', 'Telugu', 'English']",4.85,2023-12-17 11:18:15.168835,,False
491,Mihika,Pathak,mihika.pathak@yahoo.com,,,Male,,Telangana,Hyderabad,9453406536,15,Family Law,Magistrate Court,"['Hindi', 'English', 'Telugu', 'Gujarati', 'Bengali', 'Marathi', 'Kannada']",3.5,2023-12-17 11:18:15.168835,,False
492,Esha,Thakur,esha.thakur@gmail.com,,,Female,,Rajasthan,Jaipur,3410255736,23,Immigration Law,Supreme Court,"['Telugu', 'English', 'Tamil', 'Kannada', 'Bengali', 'Marathi', 'Gujarati']",3.56,2023-12-17 11:18:15.168835,,False
493,Shaurya,Khan,shaurya.khan@outlook.com,,,Female,,Delhi,Delhi,9432887818,18,Civil Rights Law,Supreme Court,"['Gujarati', 'Marathi', 'Kannada', 'English', 'Bengali', 'Tamil', 'Telugu']",4.41,2023-12-17 11:18:15.168835,,False
494,Tanvi,Patel,tanvi.patel@hotmail.com,,,Female,,West Bengal,Kolkata,3694244084,1,Criminal Law,Sessions Court,"['Hindi', 'Telugu', 'Bengali', 'Gujarati', 'Tamil']",4.11,2023-12-17 11:18:15.168835,,False
495,Ishani,Khan,ishani.khan@outlook.com,,,Female,,Uttar Pradesh,Lucknow,3935556995,17,Corporate Law,High Court,"['Tamil', 'Kannada']",4.28,2023-12-17 11:18:15.168835,,False
496,Riya,Singh,riya.singh@rediffmail.com,,,Female,,Uttar Pradesh,Lucknow,7895819104,23,Family Law,High Court,"['English', 'Hindi', 'Gujarati', 'Bengali', 'Tamil', 'Kannada', 'Marathi', 'Telugu']",4.81,2023-12-17 11:18:15.168835,,False
497,Samaira,Gupta,samaira.gupta@hotmail.com,,,Male,,Tamil Nadu,Chennai,8665056077,30,Personal Injury Law,High Court,"['English', 'Kannada', 'Bengali']",4.03,2023-12-17 11:18:15.168835,,False
498,Ananya,Mishra,ananya.mishra@rediffmail.com,,,Male,,Maharashtra,Pune,937395020,12,Personal Injury Law,Sessions Court,"['Kannada', 'Gujarati']",3.98,2023-12-17 11:18:15.168835,,False
499,Yuvaan,Malhotra,yuvaan.malhotra@gmail.com,,,Male,,Karnataka,Bangalore,3094252030,23,Corporate Law,High Court,"['Telugu', 'Hindi']",3.56,2023-12-17 11:18:15.168835,,False
