,fname,lname,email,password,office_address,gender,pincode,state,city,phone_number,experience,specialization,court_type,languages,rating,date_joined,degree_doc,verified,min_cost_per_hr
445,Neev,Yadav,neev.yadav@hotmail.com,,,Female,600011,Tamil Nadu,Chennai,6030490173,27,Real Estate Law,High Court,"['English', 'Kannada', 'Bengali', 'Marathi', 'Gujarati', 'Hindi', 'Telugu', 'Tamil']",3.5,2023-12-19 21:50:58.549698,,True,3965
446,Mohit,Pandey,mohit.pandey@hotmail.com,,,Female,700013,West Bengal,Kolkata,2329180292,8,Civil Rights Law,District Court,"['Tamil', 'Marathi', 'Telugu', 'Hindi']",4.39,2023-12-19 21:50:58.549698,,True,5659
447,Mira,Gupta,mira.gupta@hotmail.com,,,Female,500049,Telangana,Hyderabad,6733859285,8,Real Estate Law,High Court,"['English', 'Gujarati', 'Tamil', 'Marathi', 'Bengali', 'Telugu', 'Hindi', 'Kannada']",4.21,2023-12-19 21:50:58.549698,,True,4259
448,Ishita,Jha,ishita.jha@gmail.com,,,Female,411059,Maharashtra,Mumbai,5659560127,4,Real Estate Law,District Court,"['Hindi', 'Gujarati', 'Kannada', 'Marathi', 'Telugu', 'Tamil', 'English']",4.36,2023-12-19 21:50:58.549698,,True,2949
449,Aditya,Pathak,aditya.pathak@yahoo.com,,,Male,380055,Gujarat,Ahmedabad,1121045401,6,Corporate Law,High Court,"['Bengali', 'Marathi', 'English', 'Gujarati', 'Tamil', 'Hindi', 'Kannada', 'Telugu']",3.79,2023-12-19 21:50:58.549698,,True,2759
450,Aarushi,Pradhan,aarushi.pradhan@gmail.com,,,Male,500085,Telangana,Hyderabad,7068502208,2,Criminal Law,Magistrate Court,['Marathi'],4.2,2023-12-19 21:50:58.549698,,True,3472
451,Esha,Reddy,esha.reddy@hotmail.com,,,Male,600014,Tamil Nadu,Chennai,2185575272,26,Personal Injury Law,Magistrate Court,"['Bengali', 'Kannada', 'Telugu', 'Gujarati', 'Marathi', 'Tamil', 'Hindi', 'English']",4.21,2023-12-19 21:50:58.549698,,True,2291
452,Shreya,Das,shreya.das@hotmail.com,,,Female,380040,Gujarat,Ahmedabad,1135427561,26,Family Law,Supreme Court,"['Tamil', 'Marathi']",4.66,2023-12-19 21:50:58.549698,,True,5934
453,Amaira,Kumar,amaira.kumar@hotmail.com,,,Female,110056,Delhi,Delhi,5804657226,7,Immigration Law,High Court,"['Bengali', 'Tamil', 'English', 'Marathi', 'Gujarati', 'Hindi']",4.52,2023-12-19 21:50:58.549698,,True,2080
454,Ishani,Khan,ishani.khan@rediffmail.com,,,Male,700088,West Bengal,Kolkata,5820843762,22,Personal Injury Law,Sessions Court,"['Kannada', 'Bengali', 'Telugu', 'Tamil', 'Marathi', 'English', 'Hindi']",3.3,2023-12-19 21:50:58.549698,,True,4186
455,Aarav,Patel,aarav.patel@hotmail.com,,,Female,302080,Rajasthan,Jaipur,6367415127,17,Immigration Law,Supreme Court,"['Kannada', 'Marathi', 'English', 'Hindi', 'Tamil', 'Gujarati', 'Telugu', 'Bengali']",3.12,2023-12-19 21:50:58.549698,,True,2891
456,Shaurya,Choudhary,shaurya.choudhary@gmail.com,,,Male,411027,Maharashtra,Pune,1193061244,10,Criminal Law,High Court,"['Tamil', 'English']",3.68,2023-12-19 21:50:58.549698,,True,6442
457,Sia,Naik,sia.naik@hotmail.com,,,Female,560036,Karnataka,Bangalore,8230024695,17,Corporate Law,Supreme Court,"['Hindi', 'Bengali', 'English', 'Telugu', 'Tamil', 'Gujarati', 'Marathi']",4.41,2023-12-19 21:50:58.549698,,True,4967
458,Kabir,Naik,kabir.naik@yahoo.com,,,Female,110056,Delhi,Delhi,9410100819,25,Civil Rights Law,Supreme Court,"['Bengali', 'Tamil', 'Gujarati', 'Marathi']",3.43,2023-12-19 21:50:58.549698,,True,4103
459,Saanvi,Das,saanvi.das@yahoo.com,,,Female,380082,Gujarat,Ahmedabad,1228710918,10,Immigration Law,Magistrate Court,"['Telugu', 'Bengali', 'Marathi', 'Gujarati']",3.37,2023-12-19 21:50:58.549698,,True,3073
460,Ishani,Choudhary,ishani.choudhary@gmail.com,,,Male,226015,Uttar Pradesh,Lucknow,5784771600,29,Criminal Law,District Court,"['Kannada', 'Tamil', 'English', 'Telugu']",4.27,2023-12-19 21:50:58.549698,,True,4512
461,Shiv,Chauhan,shiv.chauhan@yahoo.com,,,Female,411094,Maharashtra,Pune,6026356932,27,Corporate Law,High Court,"['Telugu', 'Hindi', 'Bengali', 'English']",4.36,2023-12-19 21:50:58.549698,,True,3145
462,Raghav,Naik,raghav.naik@yahoo.com,,,Male,560023,Karnataka,Bangalore,6572882482,23,Corporate Law,Magistrate Court,"['Gujarati', 'English', 'Tamil', 'Kannada', 'Marathi', 'Hindi']",3.23,2023-12-19 21:50:58.549698,,True,5537
463,Yuvan,Pandey,yuvan.pandey@outlook.com,,,Female,226018,Uttar Pradesh,Lucknow,1780102612,11,Criminal Law,High Court,"['Bengali', 'English', 'Hindi', 'Kannada', 'Tamil', 'Marathi']",4.54,2023-12-19 21:50:58.549698,,True,5983
464,Rohan,Pathak,rohan.pathak@hotmail.com,,,Female,226055,Uttar Pradesh,Lucknow,6380642231,5,Civil Rights Law,Magistrate Court,"['Marathi', 'Telugu', 'Kannada', 'Gujarati']",4.86,2023-12-19 21:50:58.549698,,True,3169
465,Ishika,Chauhan,ishika.chauhan@outlook.com,,,Male,560078,Karnataka,Bangalore,2456046521,28,Personal Injury Law,District Court,"['Bengali', 'Hindi', 'Marathi', 'Telugu', 'Gujarati', 'English', 'Kannada', 'Tamil']",3.99,2023-12-19 21:50:58.549698,,True,4115
466,Kritika,Khan,kritika.khan@gmail.com,,,Male,700099,West Bengal,Kolkata,7799902667,10,Corporate Law,Sessions Court,"['Kannada', 'English', 'Telugu', 'Tamil', 'Marathi']",3.61,2023-12-19 21:50:58.549698,,True,2305
467,Rudra,Thakur,rudra.thakur@hotmail.com,,,Male,560020,Karnataka,Bangalore,7234951443,20,Real Estate Law,Supreme Court,['Bengali'],4.34,2023-12-19 21:50:58.549698,,True,6948
468,Sia,Gupta,sia.gupta@rediffmail.com,,,Female,700044,West Bengal,Kolkata,4645569218,7,Personal Injury Law,District Court,"['Gujarati', 'Tamil', 'Hindi', 'Kannada']",4.3,2023-12-19 21:50:58.549698,,True,2604
469,Rohan,Reddy,rohan.reddy@outlook.com,,,Male,560087,Karnataka,Bangalore,2967118415,16,Criminal Law,Sessions Court,"['Telugu', 'Marathi', 'English', 'Kannada', 'Tamil']",3.7,2023-12-19 21:50:58.549698,,True,5927
470,Shaurya,Chauhan,shaurya.chauhan@rediffmail.com,,,Female,411084,Maharashtra,Pune,5296746149,4,Family Law,Supreme Court,['Hindi'],4.2,2023-12-19 21:50:58.549698,,True,5023
471,Tanishq,Gupta,tanishq.gupta@yahoo.com,,,Female,411054,Maharashtra,Pune,1543938678,8,Civil Rights Law,Supreme Court,"['Marathi', 'Bengali', 'Kannada', 'English', 'Gujarati', 'Tamil']",3.09,2023-12-19 21:50:58.549698,,True,6639
472,Vivaan,Khan,vivaan.khan@outlook.com,,,Male,226036,Uttar Pradesh,Lucknow,7740641152,29,Real Estate Law,District Court,"['Kannada', 'Bengali', 'Marathi', 'Tamil', 'Hindi', 'Telugu', 'English']",3.02,2023-12-19 21:50:58.549698,,True,2351
473,Saisha,Kumar,saisha.kumar@gmail.com,,,Male,302040,Rajasthan,Jaipur,7393777763,28,Family Law,Supreme Court,['Marathi'],4.56,2023-12-19 21:50:58.549698,,True,6067
474,Yuvika,Jha,yuvika.jha@gmail.com,,,Female,110032,Delhi,Delhi,3974604604,8,Personal Injury Law,Magistrate Court,"['Hindi', 'Kannada', 'Bengali', 'Telugu', 'Gujarati', 'Marathi']",3.05,2023-12-19 21:50:58.549698,,True,6426
475,Shaurya,Pradhan,shaurya.pradhan@hotmail.com,,,Male,600032,Tamil Nadu,Chennai,3367640902,27,Corporate Law,Magistrate Court,"['Telugu', 'Gujarati', 'Bengali', 'Hindi', 'Kannada', 'Marathi', 'English']",4.92,2023-12-19 21:50:58.549698,,True,6672
476,Chahat,Malhotra,chahat.malhotra@outlook.com,,,Female,226065,Uttar Pradesh,Lucknow,2041206493,18,Real Estate Law,District Court,"['Marathi', 'Tamil', 'Telugu', 'English', 'Bengali', 'Kannada', 'Gujarati']",3.57,2023-12-19 21:50:58.549698,,True,4895
477,Vidhi,Deshmukh,vidhi.deshmukh@gmail.com,,,Male,302052,Rajasthan,Jaipur,3302142944,10,Criminal Law,Magistrate Court,['Bengali'],4.21,2023-12-19 21:50:58.549698,,True,6253
478,Daivik,Das,daivik.das@outlook.com,,,Male,500057,Telangana,Hyderabad,5716447551,21,Family Law,Magistrate Court,"['Bengali', 'Hindi', 'English', 'Marathi']",3.49,2023-12-19 21:50:58.549698,,True,3451
479,Aarushi,Thakur,aarushi.thakur@yahoo.com,,,Male,110069,Delhi,Delhi,9389447899,30,Immigration Law,District Court,"['English', 'Marathi', 'Telugu', 'Bengali', 'Hindi', 'Tamil', 'Kannada', 'Gujarati']",4.69,2023-12-19 21:50:58.549698,,True,3638
480,Avishi,Das,avishi.das@gmail.com,,,Male,226052,Uttar Pradesh,Lucknow,1188386574,13,Real Estate Law,Magistrate Court,"['Marathi', 'Hindi', 'Gujarati', 'Tamil', 'Telugu', 'Bengali', 'English', 'Kannada']",4.81,2023-12-19 21:50:58.549698,,True,4510
481,Daivik,Naik,daivik.naik@outlook.com,,,Female,302014,Rajasthan,Jaipur,9006792155,4,Corporate Law,Supreme Court,"['Bengali', 'Kannada', 'Telugu', 'Gujarati', 'Marathi', 'Tamil']",3.92,2023-12-19 21:50:58.549698,,True,4518
482,Vidhi,Jha,vidhi.jha@hotmail.com,,,Female,110014,Delhi,Delhi,2257554046,29,Criminal Law,Magistrate Court,"['Gujarati', 'Tamil', 'Marathi', 'Hindi', 'Bengali', 'English', 'Kannada', 'Telugu']",3.03,2023-12-19 21:50:58.549698,,True,2055
483,Shaurya,Rao,shaurya.rao@gmail.com,,,Male,226088,Uttar Pradesh,Lucknow,2069040342,30,Real Estate Law,District Court,"['Gujarati', 'Telugu']",3.53,2023-12-19 21:50:58.549698,,True,4898
484,Shreya,Rao,shreya.rao@yahoo.com,,,Male,500084,Telangana,Hyderabad,3408930265,18,Criminal Law,High Court,"['Bengali', 'Tamil']",3.06,2023-12-19 21:50:58.549698,,True,6259
485,Raghav,Patel,raghav.patel@hotmail.com,,,Male,380059,Gujarat,Ahmedabad,1143092582,5,Corporate Law,Supreme Court,"['Tamil', 'Telugu']",3.3,2023-12-19 21:50:58.549698,,True,4280
486,Yuvan,Thakur,yuvan.thakur@outlook.com,,,Male,560096,Karnataka,Bangalore,4246492066,13,Real Estate Law,Sessions Court,"['Telugu', 'Kannada', 'Hindi', 'English', 'Bengali', 'Tamil']",4.1,2023-12-19 21:50:58.549698,,True,4001
487,Zoya,Pandey,zoya.pandey@yahoo.com,,,Male,700092,West Bengal,Kolkata,5532988188,20,Corporate Law,Magistrate Court,"['Tamil', 'Telugu', 'Kannada']",4.63,2023-12-19 21:50:58.549698,,True,3528
488,Ishita,Patel,ishita.patel@outlook.com,,,Male,700080,West Bengal,Kolkata,2242283700,14,Criminal Law,Sessions Court,"['Kannada', 'English', 'Bengali', 'Marathi', 'Telugu', 'Tamil', 'Gujarati', 'Hindi']",4.76,2023-12-19 21:50:58.549698,,True,6121
489,Bhavya,Khan,bhavya.khan@rediffmail.com,,,Female,411014,Maharashtra,Mumbai,9338958562,7,Family Law,Sessions Court,"['English', 'Telugu', 'Tamil', 'Kannada', 'Hindi', 'Bengali']",4.92,2023-12-19 21:50:58.549698,,True,2674
490,Arjun,Yadav,arjun.yadav@gmail.com,,,Male,500045,Telangana,Hyderabad,1679818713,22,Civil Rights Law,Magistrate Court,['Kannada'],3.63,2023-12-19 21:50:58.549698,,True,4626
491,Vihaan,Kumar,vihaan.kumar@yahoo.com,,,Male,500032,Telangana,Hyderabad,4082066824,20,Personal Injury Law,Sessions Court,"['Hindi', 'Marathi', 'Gujarati', 'Telugu', 'Bengali']",4.11,2023-12-19 21:50:58.549698,,True,4520
492,Samaira,Mishra,samaira.mishra@hotmail.com,,,Female,700037,West Bengal,Kolkata,7956060129,5,Corporate Law,High Court,"['Bengali', 'Kannada']",3.66,2023-12-19 21:50:58.549698,,True,2599
493,Yuvan,Rao,yuvan.rao@gmail.com,,,Female,380098,Gujarat,Ahmedabad,3381140448,29,Corporate Law,District Court,"['Tamil', 'Bengali']",4.57,2023-12-19 21:50:58.549698,,True,5321
494,Om,Malhotra,om.malhotra@gmail.com,,,Female,302027,Rajasthan,Jaipur,8692446822,14,Real Estate Law,Magistrate Court,"['Hindi', 'Telugu', 'Marathi']",3.46,2023-12-19 21:50:58.549698,,True,3037
495,Shreya,Pradhan,shreya.pradhan@rediffmail.com,,,Female,500020,Telangana,Hyderabad,3948512163,1,Criminal Law,High Court,"['Gujarati', 'English', 'Marathi', 'Hindi', 'Tamil', 'Telugu', 'Kannada']",4.19,2023-12-19 21:50:58.549698,,True,3535
496,Yuvaan,Jha,yuvaan.jha@gmail.com,,,Male,560033,Karnataka,Bangalore,4690542903,19,Real Estate Law,Sessions Court,['Bengali'],4.28,2023-12-19 21:50:58.549698,,True,6851
497,Saanvi,Pradhan,saanvi.pradhan@yahoo.com,,,Male,302059,Rajasthan,Jaipur,4619650719,8,Personal Injury Law,Sessions Court,"['Gujarati', 'Tamil', 'Telugu']",4.82,2023-12-19 21:50:58.549698,,True,4420
498,Arjun,Yadav,arjun.yadav@rediffmail.com,,,Male,226051,Uttar Pradesh,Lucknow,6835644856,15,Corporate Law,Magistrate Court,"['Bengali', 'Kannada', 'Marathi', 'Telugu', 'Hindi', 'Gujarati', 'Tamil']",4.22,2023-12-19 21:50:58.549698,,True,3263
499,Ishwar,Patel,ishwar.patel@rediffmail.com,,,Female,110014,Delhi,Delhi,4921049128,9,Civil Rights Law,District Court,"['Kannada', 'Hindi', 'English']",3.84,2023-12-19 21:50:58.549698,,True,4710
